isrc,song_title,artist,spirit_songwriters,lum_us_streams_12mo,lum_us_ondemand_12mo,lum_radio_spins_12mo,lum_radio_audience_12mo,source_ok
USUG12300801,Born With A Beer In My Hand,Morgan Wallen,Michael Hardy,16777683,16235893,10,58400,yes
USUMV2300864,Born With A Beer In My Hand,Morgan Wallen,Michael Hardy,1300,1300,10,58400,yes
QZ22S2300014,Wait In The Truck,HARDY,Michael Hardy,486652,486652,7269,28775700,yes
USUG12207654,Something Real,Dierks Bentley,Michael Hardy,1407491,1205232,34,7100,yes
USUG12300461,Something Real,Dierks Bentley,Michael Hardy,10,10,34,7100,yes
USAT22302031,If I Had,Don Tolliver,Ely Rise,821,821,83,6800,yes
USAT22301694,If I Had,Don Tolliver,Ely Rise,131007,130636,83,6800,yes
USAT22301681,If I Had,Don Tolliver,Ely Rise,4739663,4720382,83,6800,yes
USAT22301685,Encouragement,Don Tolliver,Ely Rise,1998292,1988878,0,0,yes
USUMV2300748,Something Real,Dierks Bentley,Michael Hardy,2,2,34,7100,yes
US6XF2200575,Holding Me Back,Jameson Rodgers,Brent Anderson,51782,47596,0,0,yes
USAN22200066,Better Boy,Nate Smith,Michael Hardy,4430804,2686468,102,0,yes
USRN12300021,Better Boy,Nate Smith,Michael Hardy,16268,16268,102,0,yes
USUV72300551,Hate My Heart,Carrie Underwood,"David Garcia,Michael Hardy",11,11,359,169600,yes
QZFZ32393353,You Ain't Gotta,Albert Posis,Hamish,66837,66837,0,0,yes
QZVMS2200006,If You Don't Wanna Love Me,Brit Taylor,Adam Chaffins,1427,1256,0,0,yes
USUMV2300604,I Wrote The Book,Morgan Wallen,Michael Hardy,0,0,144,165500,yes
USUG12300808,I Wrote The Book,Morgan Wallen,Michael Hardy,73871716,54928990,144,165500,yes
USUMV2300605,I Wrote The Book,Morgan Wallen,Michael Hardy,0,0,144,165500,yes
FR10S2316778,Favour,LILO,Honi,39440,39438,0,0,yes
USRN12200195,All Dogs Go To Heaven,Chris Young,Cale Dodds,736081,578599,102,250100,yes
QZW9L2388502,Dear Taylor,Here At Last,Jordan Cosmo,117597,116167,0,0,yes
QMRSZ2202749,I Hate Cowboys,Chase Rice,Michael Hardy,110578,109936,0,0,yes
QMRSZ2202786,I Hate Cowboys,Chase Rice,Michael Hardy,5,5,0,0,yes
QZURR2300006,Boots On,Annie Bosko,Derek George,17917,13524,0,0,yes
QM24S2206558,WW 1958. (Alt Version Of Without Words),Joseph of Mercury,Joseph of Mercury,869,841,0,0,yes
QZW9L2248135,Everything I Love,Bela Pierce,"Patrick Ridgen,RYON",1399,1399,0,0,yes
QZTV32229637,Hampton Dreaming,Jennie Harluk,Joseph of Mercury,36,36,0,0,yes
QM24S2205833,Nikki,Joseph of Mercury,Joseph of Mercury,9061,8760,0,0,yes
QZRD92304048,The Worst Country Song Of All Time,Brantley Gilbert,Michael Hardy,9050,9010,19,40700,yes
QZRD92100060,The Worst Country Song Of All Time,Brantley Gilbert,Michael Hardy,2003744,1955627,19,40700,yes
QZRD92202229,The Worst Country Song Of All Time,Brantley Gilbert,Michael Hardy,43,43,19,40700,yes
QZRD92202334,So Help Me God,Brantley Gilbert,Michael Hardy,298,298,2,0,yes
QZRD92202324,So Help Me God,Brantley Gilbert,Michael Hardy,81,81,2,0,yes
QZRD92304053,So Help Me God,Brantley Gilbert,Michael Hardy,7906,7878,2,0,yes
QZRD92202231,So Help Me God,Brantley Gilbert,Michael Hardy,30,30,2,0,yes
QZRD92202198,So Help Me God,Brantley Gilbert,Michael Hardy,683548,570953,2,0,yes
QZRD92304045,Rolex On A Redneck,Brantley Gilbert,Michael Hardy,10656,10435,2,2800,yes
QZRD92202331,Heaven By Then,Brantley Gilbert,Michael Hardy,203,203,455,894800,yes
QZRD92202332,Heaven By Then,Brantley Gilbert,Michael Hardy,625,625,455,894800,yes
QZRD92202194,Heaven By Then,Brantley Gilbert,Michael Hardy,4854276,3903909,455,894800,yes
QZRD92304044,Heaven By Then,Brantley Gilbert,Michael Hardy,8995,8845,0,0,yes
USRC12203519,Slip N Slide,Wizkid,Angel Delrae,884491,827454,0,0,yes
USUV72204807,Hate My Heart,Carrie Underwood,"David Garcia,Michael Hardy",10081,10081,359,169600,yes
CBA7F2200005,11 Beers,The Reklaws,Michael Hardy,615801,549859,0,0,yes
TCAGN2290414,The Letter,Caleb Lee Hutchinson,Adam Chaffins,2437,2358,0,0,yes
USUG12207837,Amnesia,Camylio,Camylio,759562,671919,0,0,yes
USUYG1448653,Brand New Day,Th3dstream,Autumn Rowe,11707,11689,0,0,yes
USUYG1446210,I C U,Th3dstream,Autumn Rowe,691,691,0,0,yes
QZNWY2262437,Void Song,Marley Moon,Hamish,369,369,0,0,yes
QZNWY2262434,Time Machine,Marley Moon,Hamish,120,120,0,0,yes
QZNWU2251863,Sister,Marley Moon,Hamish,378,378,0,0,yes
QZNWY2262429,I Wanna Feel Alive,Marley Moon,Hamish,1019,1019,0,0,yes
QZNWY2262430,Doors,Marley Moon,Hamish,148,148,0,0,yes
QZNWY2262436,Close To You,Marley Moon,Hamish,402,402,0,0,yes
QZNWY2262432,Can't Help Myself,Marley Moon,Hamish,214,214,0,0,yes
USWB12205812,Holy Water,Michael Ray,Michael Hardy,20327,20166,167,207600,yes
US2762202528,'Til It's Gone,Joe Bryson,Joe Bryson,16432,16429,0,0,yes
GBKPL2214131,Without Me,MIYA MIYA,Jordan Cosmo,547,544,0,0,yes
QM24S2204810,Snake 13,Joseph of Mercury,"JJ Scheff,Joseph of Mercury",702,700,0,0,yes
ES75E2205324,Alma De Chico,Marc Tinez,Marc Tinez,406,402,0,0,yes
GBKPL2210637,Jealous,Lindita,Angel Delrae,1540,1540,0,0,yes
ES71G2229823,Flexin',Marc Tinez,Marc Tinez,0,0,0,0,yes
USSM12206060,Imposter Syndrome,AG Club,Hunter Madrid,3618,3616,0,0,yes
USSM12206062,Candice,AG Club,Hunter Madrid,6887,6887,0,0,yes
USSM12206053,Adam Sandler,AG Club,Hunter Madrid,33994,33984,0,0,yes
QZNWS2225499,I'm Right,Marley Moon,Hamish,880,880,0,0,yes
USAT22201618,Praise The Lord,Breland,"David Garcia,Michael Hardy",3471180,3078303,105,280800,yes
QZ22S2200068,Wait In The Truck,HARDY,Michael Hardy,103691024,83929603,7269,28775700,yes
QMRSZ2201523,Storm's Coming,Kolby Cooper,Michael Hardy,240373,230385,0,0,yes
USA2P2234602,Girl From The Bar,The Boat Boys,Cale Dodds,7344,7300,0,0,yes
USCRB2100091,Static,Dylan Scott,Michael Hardy,869457,787391,0,0,yes
USWB12203033,Picture,Michael Ray,"David Garcia,Michael Hardy",4634,4374,0,0,yes
CA5KR2266745,Broken Roads,Arc North,Jordan Cosmo,49348,49236,0,0,yes
QMX232231306,Praise The Lord,Breland,"David Garcia,Michael Hardy",,,,,yes
USRC12202292,Give You The World,Steve Lacy,Ely Rise,21033540,20911425,14,26500,yes
USRC12203022,Mercury,Steve Lacy,Ely Rise,504328,500323,0,0,yes
USRC12203024,Give You The World,Steve Lacy,Ely Rise,385795,382725,14,26500,yes
USRC12202287,Buttons,Steve Lacy,Ely Rise,7508354,7455840,3,11200,yes
GBKPL2202101,H8 Me 2,MIYA MIYA,Jordan Cosmo,480,476,0,0,yes
QZK6L2212843,Supaman,Jake Banfield,Cale Dodds,26254,26130,0,0,yes
TCAGG2266931,We Won't Go Back,MILCK,Autumn Rowe,72573,72501,0,0,yes
QMX232227304,Hot Beer,Dillon Carmichael,Michael Hardy,,,,,yes
USRC12201878,Show It,Chris Brown,"Chizzy,blckatom",2341221,2252754,21,28900,yes
USWB12202075,Holy Water,Michael Ray,Michael Hardy,49055,38613,167,207600,yes
USWB12102369,Holy Water,Michael Ray,Michael Hardy,6888922,5793927,167,207600,yes
USRC12201526,Mercury,Steve Lacy,Ely Rise,17042823,16938378,0,0,yes
USUG12204072,I'd Be You,Lily Rose,Michael Hardy,67,67,0,0,yes
USUG12204071,I'd Be You,Lily Rose,Michael Hardy,751622,708871,0,0,yes
USUM72204766,Hate My Heart,Carrie Underwood,"David Garcia,Michael Hardy",2186238,1965637,359,169600,yes
USUM72207366,Hate My Heart,Carrie Underwood,"David Garcia,Michael Hardy",81,81,359,169600,yes
QZHNB1911066,Sugar,blckatom,blckatom,81,81,0,0,yes
USUMV2201580,I'd Be You,Lily Rose,Michael Hardy,170,170,0,0,yes
USUMV2201524,I'd Be You,Lily Rose,Michael Hardy,34,34,0,0,yes
USUV72202290,Hate My Heart,Carrie Underwood,"David Garcia,Michael Hardy",0,0,359,169600,yes
USUM72209377,Count Me Out,Kendrick Lamar,Ely Rise,1614,1614,327,17700,yes
USUM72209116,Count Me Out,Kendrick Lamar,Ely Rise,7194,7194,0,0,yes
USUM72208983,Count Me Out,Kendrick Lamar,Ely Rise,4006242,3988732,327,17700,yes
USUM72208980,Count Me Out,Kendrick Lamar,Ely Rise,41301691,40062105,327,17700,yes
USUM72300930,This Is,Ella Mai,Angel Delrae,78106979,58472949,2609,9478400,yes
QZRD92201320,Rolex On A Redneck,Brantley Gilbert,Michael Hardy,396,396,2,2800,yes
QZRD92201453,Rolex On A Redneck,Brantley Gilbert,Michael Hardy,5209,5209,2,2800,yes
SE6HN2216933,Gunslinger,Joe Bryson,Joe Bryson,19674,19671,0,0,yes
QM4TX2209958,Almost Missed You,Bobby McClendon,Joe Bryson,1285,1270,0,0,yes
QMX232212716,Praise The Lord,Breland,"David Garcia,Michael Hardy",,,,,yes
NL5WB2200006,Psycho,Player 1,Jordan Cosmo,1251,1251,0,0,yes
USUM72205218,Back Words,Jon Langston,Michael Hardy,0,0,4,1200,yes
USUV72200621,Back Words,Jon Langston,Michael Hardy,0,0,4,1200,yes
USUV72200275,Back Words,Jon Langston,Michael Hardy,147,147,4,1200,yes
USUM72201701,Back Words,Jon Langston,Michael Hardy,0,0,4,1200,yes
USUM72204772,Back Words,Jon Langston,Michael Hardy,7,7,4,1200,yes
USUM72200993,Back Words,Jon Langston,Michael Hardy,375975,322942,4,1200,yes
SE5752205835,Good Actor,Joe Bryson,Joe Bryson,3285,3284,0,0,yes
USQX92200577,Bad Kids,347aidan,Hamish,494863,441326,0,0,yes
QZFYY2265782,Take Our Time,Tyrus Turner,Angel Delrae,622,621,0,0,yes
GBKPL2209722,#GMFU,Lindita,Angel Delrae,239,239,0,0,yes
ES75E2102979,Queen Of The Party,Marc Tinez,Marc Tinez,4,4,0,0,yes
SE5BU2200584,Fine By Me,Joe Bryson,Joe Bryson,0,0,0,0,yes
QZHCR2100239,Back To Life,Excision,Jordan Cosmo,177149,170722,0,0,yes
USWB12103405,Come Back As A Country Boy,Blake Shelton,Michael Hardy,5995527,5311938,762,639000,yes
GBKPL2171143,Cool,MIYA MIYA,Jordan Cosmo,2558,2496,0,0,yes
USAT22400337,Beers On Me,Dierks Bentley,Michael Hardy,10022,9847,5,8200,yes
QZRD92202327,The Worst Country Song Of All Time,Brantley Gilbert,Michael Hardy,3713,3713,19,40700,yes
USUMV2103216,Beers On Me,Dierks Bentley,Michael Hardy,0,0,7454,15382100,yes
QM3E22002355,Always Gonna Love You,Florida Georgia Line,Michael Hardy,2626388,2189262,0,0,yes
USUG12105230,Bones,Camylio,Camylio,120760,109058,0,0,yes
USUG12105226,Black and White,Camylio,Camylio,295789,282248,0,0,yes
NLT2H2100851,Anyway,Cymo,Camylio,2268,2268,0,0,yes
USUMV2102210,Beers On Me,Dierks Bentley,Michael Hardy,24309,24309,7454,15382100,yes
USL4Q2106476,Fool,Jennie Harluk,Joseph of Mercury,891,891,0,0,yes
QMX232143313,Hot Beer,Dillon Carmichael,Michael Hardy,,,,,yes
QMRSZ2102452,Storm's Coming,Kolby Cooper,Michael Hardy,0,0,0,0,yes
QMRSZ2102451,Storm's Coming,Kolby Cooper,Michael Hardy,343492,233001,0,0,yes
USAN22100016,Pass It On,Ryan Hurd,Michael Hardy,244965,242922,29,17400,yes
USAN22100058,Pass It On,Ryan Hurd,Michael Hardy,0,0,29,17400,yes
QMX232141317,That Ain't Me No More,Matt Stell,Michael Hardy,,,,,yes
QZRD92100729,Always Gonna Love You,Florida Georgia Line,Michael Hardy,0,0,0,0,yes
QM3E22102404,Always Gonna Love You,Florida Georgia Line,Michael Hardy,3978,3978,0,0,yes
US6XF1800326,To Us It Did,Mitchell Tenpenny,Michael Hardy,2220446,1863365,2,5400,yes
USUMV2102776,Beers On Me,Dierks Bentley,Michael Hardy,0,0,7454,15382100,yes
US6XF2000328,I Can't Love You Any More,Mitchell Tenpenny,Michael Hardy,695277,528654,0,0,yes
QZRD92100551,The Worst Country Song Of All Time,Brantley Gilbert,Michael Hardy,0,0,19,40700,yes
USQX92103010,Someone Somewhere,Nelly,Michael Hardy,1439751,869336,0,0,yes
USWB12101103,Picture,Michael Ray,"David Garcia,Michael Hardy",143202,130567,0,0,yes
USCJY2194001,Two Shots,Wanda Jackson,David Ryan Harris,66402,36873,3,3100,yes
QZRD92100469,The Worst Country Song Of All Time,Brantley Gilbert,Michael Hardy,12505,12505,19,40700,yes
GX2D42100010,Made Of Stone,Richard Durand,Jordan Cosmo,21829,19522,0,0,yes
GBKPL2157587,Rules,MIYA MIYA,Jordan Cosmo,267,260,0,0,yes
USUMV2102212,Beers On Me,Dierks Bentley,Michael Hardy,1239,1239,7454,15382100,yes
USUMV2102211,Beers On Me,Dierks Bentley,Michael Hardy,17,17,7454,15382100,yes
USUG12103427,Beers On Me,Dierks Bentley,Michael Hardy,1167398,144,7454,15382100,yes
USUG12103276,Beers On Me,Dierks Bentley,Michael Hardy,27956860,24551318,7454,15382100,yes
QMX232131305,That Ain't Me No More,Matt Stell,Michael Hardy,,,,,yes
QMFME2128722,Hot Beer,Dillon Carmichael,Michael Hardy,29,29,49,87200,yes
QZHNB2120942,Head in the Clouds,Johnny Cochran,Joe Bryson,7,7,0,0,yes
QZHNB2120941,Head in the Clouds,Johnny Cochran,Joe Bryson,18,18,0,0,yes
CA5KR2170273,Dream,KAIVON,Jordan Cosmo,167979,162525,0,0,yes
QZRD92100159,The Worst Country Song Of All Time,Brantley Gilbert,Michael Hardy,1427,1427,19,40700,yes
ES47E2005004,Desde Que Me Fui,Marc Tinez,Marc Tinez,10,10,0,0,yes
QZA7T1700107,Hot Beer,Dillon Carmichael,Michael Hardy,7791,4932,49,87200,yes
NLUM72100278,Faking Love,Daniel Gloven,Jordan Cosmo,46,46,0,0,yes
GBKPL2152694,Want You,MIYA MIYA,Jordan Cosmo,851,843,0,0,yes
QZA7T1700085,Hot Beer,Dillon Carmichael,Michael Hardy,1713248,1431245,49,87200,yes
QM6P42150694,Hot Beer,Dillon Carmichael,Michael Hardy,1548,1548,49,87200,yes
GBUM72102776,Hear Me Say,Jonas Blue,Jordan Cosmo,1466213,1272055,21,9000,yes
SE6I32156973,Medication,Joe Bryson,Joe Bryson,4857,4857,0,0,yes
QM24S2102576,Black Cat,Joseph of Mercury,Joseph of Mercury,1118,1059,0,0,yes
ES47E2004266,Wa$abi,Marc Tinez,Marc Tinez,4,4,0,0,yes
USG7D2023014,One Beer,Piano Dreamers,Michael Hardy,2272,2269,0,0,yes
QMX232118305,To Us It Did,Mitchell Tenpenny,Michael Hardy,,,,,yes
QM24S2101705,Pretty Blonde Boy,Joseph of Mercury,Joseph of Mercury,2359,2338,0,0,yes
ES47E2003136,Slow Motion,Marc Tinez,Marc Tinez,8,8,0,0,yes
QZRD92100859,Always Gonna Love You,Florida Georgia Line,Michael Hardy,25,25,0,0,yes
QZRD92201219,Eyes Closed,Florida Georgia Line,Michael Hardy,3478,3470,0,0,yes
QZRD92201212,Always Gonna Love You,Florida Georgia Line,Michael Hardy,3673,3665,0,0,yes
QZRD92100866,Eyes Closed,Florida Georgia Line,Michael Hardy,36,36,0,0,yes
QM3E22002360,Eyes Closed,Florida Georgia Line,Michael Hardy,1985808,1063834,0,0,yes
QM3E22102398,Eyes Closed,Florida Georgia Line,Michael Hardy,14,14,0,0,yes
QM3E22102395,Always Gonna Love You,Florida Georgia Line,Michael Hardy,1,1,0,0,yes
ES47E2003828,Mami Ven,Marc Tinez,Marc Tinez,7,7,0,0,yes
US6XF2100014,That Ain't Me No More,Matt Stell,Michael Hardy,2360957,2177201,463,1068900,yes
ES47E2001361,Dime Que No,Marc Tinez,Marc Tinez,94,94,0,0,yes
QM24S2007098,I Wanna Live (I Want To Live),Joseph of Mercury,Joseph of Mercury,819,793,0,0,yes
ES47E2000847,Cuando El Diablo,Marc Tinez,Marc Tinez,7,7,0,0,yes
USG7D2024029,One Beer,Guitar Tribute Players,Michael Hardy,2789,2783,0,0,yes
ES47E2000175,Focused,Marc Tinez,Marc Tinez,5,5,0,0,yes
QZNWT2001371,Act Right,Angel Delrae,Angel Delrae,0,0,0,0,yes
TCAFE2040753,Time Out,AJ Wander,Jordan Cosmo,4526,4526,0,0,yes
QZ22S1800075,One Beer,HARDY,Michael Hardy,54779051,49140562,4080,7979100,yes
NLF712007252,Satellites,Luke Bond,Jordan Cosmo,2497,2497,0,0,yes
ESA012077983,De 0 A 100,Groove 2070,Marc Tinez,70,70,0,0,yes
QM6P42061981,Single Saturday Night,Workout Remix Factory,Michael Hardy,204,204,0,0,yes
GBKPL2097695,Cold Blood,MIYA MIYA,Jordan Cosmo,175,169,0,0,yes
GBKPL2097694,Wolves,MIYA MIYA,Jordan Cosmo,83,77,0,0,yes
GBKPL2097693,On My Mind,MIYA MIYA,Jordan Cosmo,118,115,0,0,yes
DEUM72003808,Wildfire,EGZOD,Jordan Cosmo,42880,36778,0,0,yes
SE6I32031831,If I Loved You Then,Joe Bryson,Joe Bryson,2717,2716,0,0,yes
QZHN52007526,Supernasty,Marc Tinez,Marc Tinez,2,2,0,0,yes
TCAEX2058398,Isolation Love,Joseph of Mercury,Joseph of Mercury,1944,1944,0,0,yes
USG7D2020204,Single Saturday Night,Piano Dreamers,Michael Hardy,2205,2205,0,0,yes
QM24S2005102,Kyr 1960 (Alt Version Of Keep You Around),Joseph of Mercury,Joseph of Mercury,1027,990,0,0,yes
USSM12001410,Hometown,Diplo,Michael Hardy,778525,708661,0,0,yes
QZES62035444,Sex Tour,Marc Tinez,Marc Tinez,5,5,0,0,yes
QZES62035445,Paso A Recogerte,Marc Tinez,Marc Tinez,9,9,0,0,yes
QZES62035443,Obsesionao,Marc Tinez,Marc Tinez,7,7,0,0,yes
GBKPL2097696,Hometown,MIYA MIYA,Jordan Cosmo,111,107,0,0,yes
NL1AP2021049,Shadows,CHINCHILLA,Jordan Cosmo,278110,277464,0,0,yes
GBKPL1980040,Thinking About It,LIIMO,Jordan Cosmo,18641,8885,0,0,yes
QZK6Q1956155,All We Could Have Been,Alex Sampson,David Ryan Harris,819676,797842,0,0,yes
GBKPL1976617,Old School,LIIMO,Jordan Cosmo,6904,6893,0,0,yes
USUS12100721,Never Surrender,Adventure Club,Jordan Cosmo,128259,117549,0,0,yes
GBUM71905793,All Night Long,Jonas Blue,Jordan Cosmo,125637,122825,0,0,yes
USUMV2500622,One Beer,HARDY,Michael Hardy,,,,,yes
QM24S1923345,MVA,Joseph of Mercury,Joseph of Mercury,1253,1185,0,0,yes
QM24S1922317,Out My Mind,Joseph of Mercury,Joseph of Mercury,1186,1116,0,0,yes
ESA011939625,Te Entiendo,Marc Tinez,Marc Tinez,2,2,0,0,yes
QM24S1921007,Pretenders,Joseph of Mercury,Joseph of Mercury,53139,48902,0,0,yes
QZES91937143,Cuando Lo Mueves,Marc Tinez,Marc Tinez,0,0,0,0,yes
QM24S1913937,Dta (Don't Trust Anyone),Joseph of Mercury,Joseph of Mercury,1611,1598,0,0,yes
QM24S1910672,Keep You Around,Joseph of Mercury,Joseph of Mercury,2885,2821,0,0,yes
QZDA81985057,Quizás,Marc Tinez,Marc Tinez,10,10,0,0,yes
QM24S1906027,Stop,Joseph of Mercury,Joseph of Mercury,3209,3139,0,0,yes
QM6DC1909549,Disappear,Myris,Jordan Cosmo,245,244,0,0,yes
QM24S1901399,Can't Take Your Love,Joseph of Mercury,Joseph of Mercury,1940,1886,0,0,yes
NL1AP1969381,Cold Water,CHINCHILLA,Jordan Cosmo,547118,536422,0,0,yes
QM24S1844235,Over & Over,Joseph of Mercury,Joseph of Mercury,1523,1509,0,0,yes
QM24S1838898,Reluctant Love,Joseph of Mercury,Joseph of Mercury,2175,2154,0,0,yes
SE5BU1886639,Til the Sand Ran Out,Joe Bryson,Joe Bryson,4413,4413,0,0,yes
SE5BU1783493,She Don't Really Miss Me,Joe Bryson,Joe Bryson,43016,42888,0,0,yes
GBKPL1785425,Tarot,Joseph of Mercury,Joseph of Mercury,6114,6040,0,0,yes
GBKPL1785426,Do You Remember,Joseph of Mercury,Joseph of Mercury,2452,2376,0,0,yes
GBKPL1785348,Angel,Joseph of Mercury,Joseph of Mercury,10789,10702,0,0,yes
GBKPL1782350,Darling Come With Me,David Ryan Harris,David Ryan Harris,21485,21226,0,0,yes
GBKPL1782298,Young Thing,Joseph of Mercury,Joseph of Mercury,7545,7463,0,0,yes
GBKPL1779599,Find You Inside,Joseph of Mercury,Joseph of Mercury,43242,43084,0,0,yes
GBKPL1777447,Without Words,Joseph of Mercury,Joseph of Mercury,12624,12393,0,0,yes
US92U1609001,All The Way,Jacksepticeye,David Ryan Harris,1449122,1429031,0,0,yes
USWB11515062,Something About You,Majid Jordan,Joseph of Mercury,29,26,0,0,yes
USA2P1568576,Force Of Nature,Fritz Helder,Joseph of Mercury,550,550,0,0,yes
TCACJ1538850,Which Way Home,David Ryan Harris,David Ryan Harris,9175,9173,0,0,yes
TCACJ1538858,Things That You Are,David Ryan Harris,David Ryan Harris,3918,3913,0,0,yes
TCACJ1538856,Sunshine,David Ryan Harris,David Ryan Harris,2125,2077,0,0,yes
TCACJ1538860,Still Be Loving You,David Ryan Harris,David Ryan Harris,4376,4335,0,0,yes
TCACJ1538857,So Is Mine,David Ryan Harris,David Ryan Harris,2220,2219,0,0,yes
TCACJ1538853,Shelter,David Ryan Harris,David Ryan Harris,11916,11831,0,0,yes
TCACJ1538849,Our Day,David Ryan Harris,David Ryan Harris,7225,7224,0,0,yes
TCACJ1538859,The One You Love,David Ryan Harris,David Ryan Harris,1375,1373,0,0,yes
TCACJ1538851,Junkie,David Ryan Harris,David Ryan Harris,12222,12221,0,0,yes
TCACJ1538855,I Can't Wait To Meet You,David Ryan Harris,David Ryan Harris,14419,14389,0,0,yes
USUM71209200,Pool Mashup: Just The Way You Are/Just A Dream,Various (The Barden Bellas),David Ryan Harris,4726709,3852580,0,0,yes
USCGH1460819,Monster,Atlien Workshop,Chizzy,457,457,0,0,yes
AUBM01200186,Battlescars,Guy Sebastian,David Ryan Harris,14489606,12239493,0,0,yes
USKO11200098,3 Words,Elliott Yamin,David Ryan Harris,33190,29839,0,0,yes
USCGJ1104627,Worst Enemy,David Ryan Harris,David Ryan Harris,174531,96783,0,0,yes
USUM71113259,Yoy,Trombone Shorty,David Ryan Harris,4767,4767,0,0,yes
USUM71118070,Trapeze,Dia Frampton,David Ryan Harris,138244,134119,0,0,yes
AUBM00900190,I Like It Like That,Guy Sebastian,David Ryan Harris,61403,60813,0,0,yes
USTC10735800,Hold My Fire,David Ryan Harris,David Ryan Harris,6072,6047,0,0,yes
USTC10735803,Strong Enough,David Ryan Harris,David Ryan Harris,12406,12306,0,0,yes
USTC10735793,Forever More,David Ryan Harris,David Ryan Harris,51223,47344,0,0,yes
USTC10735795,All I Need,David Ryan Harris,David Ryan Harris,7454,7163,0,0,yes
USTC10671624,Used To This,David Ryan Harris,David Ryan Harris,9492,9488,0,0,yes
USTC10671626,Pretty Girl,David Ryan Harris,David Ryan Harris,4498,4467,0,0,yes
USTC10671632,Good Thing,David Ryan Harris,David Ryan Harris,1616,1611,0,0,yes
USTC10671631,Do What You Want,David Ryan Harris,David Ryan Harris,804,799,0,0,yes
USEE10100169,Blacksun,Brand New Immortals,David Ryan Harris,935,932,0,0,yes
QZWFK2336283,You Ain't Gotta,Jesse Barrera,Hamish,4163,4163,0,0,yes
